Category,Subcategory,Product Name,Price (TL),Description,Content/Details,Photo URL,Is Active,ID
Yemekler,ATIŞTIRMALIKLAR,BÖREK TABAĞI,260,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/d7d3295d-d2ea-4908-b5f9-967ce090545a.jpg,True,ac154103-d26b-431e-9664-73df1fbbbed8
Yemekler,ATIŞTIRMALIKLAR,NUGGET & MOZARELLA STICK TABAĞI,290,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/994f2359-f7e4-4ba1-a723-e19beadedbb6.jpg,True,497ec860-233b-476c-b228-27d61dac5faf
Yemekler,ATIŞTIRMALIKLAR,ŞARAP TABAĞI,350,"Kuru kayısı , Kuru incir, eski kaşar, isli peynir, çeçil peyniri, galeta ve mevsim meyveleriyle hazırlanan bu zengin tabak, şarap keyfinize eşlik edecek.",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/ed1fd7ed-f3bf-449c-ac40-bf5508d86d74.jpg,True,086f8a4d-5ca5-4ea0-9a9f-96d2a54e7089
Yemekler,ATIŞTIRMALIKLAR,TATLI & EKŞİ SOSLU TAVUK,390,"Tavuk Bonfile, Mısır Gevreği, Chipotle Sos, Tatlı Ekşi Sos,",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/dcde1e92-850f-4e4b-a8cb-6bd1e1b6e632.jpg,True,15d2c84b-903f-40ae-9b8b-d06053780628
Yemekler,ATIŞTIRMALIKLAR,GURME ÇITIR TAVUK,370,"Tavuk Bonfile, Mısır Gevreği, Chipotle Sos.",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/86bd8b2d-b00b-4142-8c67-95bdbe145e89.jpg,True,be3a961c-1dc2-4aae-a496-c3f25834c6d6
Yemekler,ATIŞTIRMALIKLAR,RADYO BİRA TABAĞI,400,"Patates, Nugget, Soğan Halkası, Tavuklu Börek, Tütsülenmiş Sosis, Mozarella stick",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/7fd6b71b-8f04-4069-bc3c-663ffc63faa4.jpg,True,3252546c-9dbc-4f85-9978-2052bcb2ebe1
Yemekler,ATIŞTIRMALIKLAR,BUFFALO SOSLU ÇITIR TAVUK,390,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/681eafdd-0455-47ab-a15d-dacfce2b8818.jpg,True,537c0d3a-fc61-435c-8578-73df54478b08
Yemekler,ATIŞTIRMALIKLAR,PEYNİR TABAĞI,340,"Eski kaşar, taze kaşar, isli peynir, çeçil peyniri, otlu peynir, galeta, biberiye ile hazırlanan bu zengin peynir tabağı, gurme keyfi sunuyor.",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/cc02c199-e5c3-44d3-9880-257d2204aa12.jpg,True,e84ab032-03ba-466b-9cf3-4960f929d74a
Yemekler,ATIŞTIRMALIKLAR,TRÜFLÜ PATATES TABAĞI,290,"Toz parmesan, trüf yağı, taze soğan, trüf sos.",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/15560e58-abbb-4e7e-9f77-04fe6b14355f.jpg,True,0c38ce70-222c-4064-99b6-511af532a80f
Yemekler,ATIŞTIRMALIKLAR,RADYO PATATES KIZARTMASI,370,"Patates Kızartması, Kıymalı Arjantin sos, kırmızı soğan turşusu, kızarmış soğan ve cheddar sosun mükemmel uyumuyla sunuluyor. Bu enfes patates deneyimini kaçırmayın.",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/e4626f98-7bbe-454c-9b69-87452881122e.jpg,True,c2ee9979-5d7c-40d6-a854-7543470debdc
Yemekler,ATIŞTIRMALIKLAR,SOĞAN TEMPURA,220,.,.,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/5570c14c-a3cb-4d6e-a20a-3345809309aa/efd452bf-6f95-4683-a374-05e6fb3d8411/inside.webp,True,5570c14c-a3cb-4d6e-a20a-3345809309aa
Yemekler,ATIŞTIRMALIKLAR,RADYO NACOS,405,"Arjantin kıyma, nachos cips, cheddar sos, taze soğan, kıtır soğan ve soğan turşusu",.,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/19f5627f-90f6-441b-bd7a-c1c98b86eb48/07f77dd3-780c-4e0a-a985-0944cbbb3e99/inside.webp,True,19f5627f-90f6-441b-bd7a-c1c98b86eb48
Yemekler,ATIŞTIRMALIKLAR,RADYO NACOS GUACAMOLE,350,"Guacamole sos, nachos cips, cheddar sos, salsa sos, kıtır soğan ve soğan turşusu",.,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/38fdf267-be9e-44d7-8f58-bd4c9f542cf6/c9e1c369-136c-4622-b495-18ff9e01f422/inside.webp,True,38fdf267-be9e-44d7-8f58-bd4c9f542cf6
Yemekler,BİRA YANCILARI,SÖĞÜŞ,130,"(Salatalık, Havuç, Limon Suyu)",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/42358d06-32d0-4ffd-a853-a453effb5188.jpg,True,8a4d89d8-3271-4d26-94d9-a799b06be5fd
Yemekler,BİRA YANCILARI,KARIŞIK ÇEREZ,180,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/6261a082-63b9-45db-83ce-b8f2b4081208.jpg,True,23fb4f38-7c03-48ea-8b68-cabc10090b86
Yemekler,BİRA YANCILARI,TUZLU ÇEREZ,140,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/cf6d0687-49a4-4288-969c-3112e721b5cf.jpg,True,92ec0e92-a024-4e67-8acc-65be519fb996
Yemekler,BİRA YANCILARI,ESKİ KAŞAR TABAĞI,260,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/4366a4f7-9bc5-4b0a-8532-13aff95707e1.jpg,True,166777a4-3d47-4bdf-b3e7-4babce2365e6
Yemekler,BİRA YANCILARI,TAZE KAŞAR TABAĞI,260,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/9e7cda85-c97a-42ab-88b2-3c719f066fcc.jpg,True,558cebc6-ab5d-4ed5-9576-3a1eb6656fea
Yemekler,BİRA YANCILARI,KORNİŞON TURŞU,100,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/01809334-51b6-4f0d-9959-429ec3441483.jpg,True,153b6c77-a707-4d78-bf5b-7f69ba370127
Yemekler,BİRA YANCILARI,CİPS,140,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/43e7d580-1cc9-4aef-b3f3-8ada6bd5ed17.jpg,True,d00317de-6093-47f7-91e1-d383905a221d
Yemekler,BİRA YANCILARI,YEŞİL ZEYTİN,100,.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/1b08c550-35c6-4e25-b8e5-6c9e7a200a7e.jpg,True,a43c4b2f-7754-4bd7-acf0-8638c0fa6e2f
Yemekler,BİRA YANCILARI,ASYA SALATALIK TURŞUSU,140,.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/4c528e41-bbee-4212-b190-c40a49e834f1.jpg,True,3a998895-1c50-4dd3-8794-b394cd24abfd
Yemekler,PİZZALAR,MARGARITA PİZZA,450,19.00'a kadar tüm pizzalarda 1+1 fırsatını kaçırma!,"Mozarella, çeri domates ve taze fesleğenin mükemmel uyumuyla hazırlanan lezzet.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/61fcfc64-7f8f-4629-8e91-3a8d3cdcb13d.jpg,True,86cdbc81-070a-415a-9bb6-e989e508fb9d
Yemekler,PİZZALAR,ACILI TAVUKLU PİZZA,480,19.00'a kadar tüm pizzalarda 1+1 fırsatını kaçırma!,"Pizza sosu,tavuk bonfile,çıtır biber, jalapeno biber turşusu, kekik, mor soğan.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/a56451bb-41f6-4150-92e3-9b3a9c7ab5c5.jpg,True,8c1105f3-e72e-4b8d-86d9-f5151acf46a9
Yemekler,PİZZALAR,TRİO PİZZA,500,19.00'a kadar tüm pizzalarda 1+1 fırsatını kaçırma!,"Pizza sosu, mantar, mısır, dilim siyah zeytin,mozerella peyniri.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/f3e62b99-1ad4-486f-a524-0908da85cd0a.jpg,True,654bc851-1add-4708-b41f-6962a085a853
Yemekler,PİZZALAR,VEJETERYAN PİZZA,470,19.00'a kadar tüm pizzalarda 1+1 fırsatını kaçırma!,"Pizza sosu, mozerella peyniri,kapya biber, çarliston biber,dilim siyah zeytin,mantar,çeri domates.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/5fa4ac8e-fbc2-492b-ab69-0bc0c932ee26.jpg,True,5c98ed79-1280-446d-bf12-d416c48dc8a9
Yemekler,PİZZALAR,TÜTSÜ SOSİS PİZZA,520,19.00'a kadar tüm pizzalarda 1+1 fırsatını kaçırma!,"Pizza sosu, tütsülenmiş sosis, mısır, mozerella peyniri.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/2c2c31ce-36dc-4aa0-9f24-a5b1335870e2.jpg,True,5ce88f23-6490-48ef-80ec-e6a87f15cdae
Yemekler,PİZZALAR,ŞARKÜTERİ PİZZA,590,19.00'a kadar tüm pizzalarda 1+1 fırsatını kaçırma!,"Et severler için mükemmel bir seçim! Pizza sosu, mozzarella, sucuk, salam ve jambon ile hazırlanan bu pizza, şarküteri lezzetlerini bir araya getiriyor. Her dilimde farklı bir et lezzeti ile damaklarınızı şenlendirin.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/c6e77008-2af3-4d92-864c-a6871306bc7d.jpg,True,dff6451b-1188-45fe-aca0-2100ff6d64a4
Yemekler,PİZZALAR,MANZO PİZZA,650,19.00'a kadar tüm pizzalarda 1+1 fırsatını kaçırma!,"Et severler için ideal olan bu pizza, lezzetli pizza sosu ve eriyen mozzarella peyniriyle başlıyor. Fümelenmiş etin ve taze mantarların eşsiz kombinasyonuyla damaklarınızı şenlendirin.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/6fe62c02-6ec3-46d0-b489-6dcf62b4f28f.jpg,True,a5d09ff3-ca3a-40bb-8c21-6d6725ad4696
Yemekler,PİZZALAR,4 PEYNİRLİ PİZZA,530,19.00'a kadar tüm pizzalarda 1+1 fırsatını kaçırma!,"Peynir tutkunlarına özel bu pizza, dört farklı peynirin muhteşem uyumuyla hazırlanıyor. Mozzarella, çeçil, tulum ve cheddar peynirlerinin zengin tatları, pizza sosunun tazeliğiyle buluşuyor.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/c6643db9-6aba-441e-a05a-16b12701ddac.jpg,True,1028c4e0-522b-462a-bdd7-767cc2894972
Yemekler,PİZZALAR,CHICKEN PESTO PİZZA,540,19.00'a kadar tüm pizzalarda 1+1 fırsatını kaçırma!,"Lezzetli pizza sosu, eriyen mozzarella peyniri ve nar gibi kızarmış tavuk göğsü dilimleriyle hazırlanmış bu pizza, pesto sosunun eşsiz aromasıyla taçlanıyor. Tavuk severlerin vazgeçilmezi olacak bu özel tarif, her lokmada farklı bir lezzet şöleni sunuyor.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/b5a3b479-7b30-44e1-be21-0d7dc313365f.jpg,True,06021e98-4c47-4db7-b7cd-15b31b78d2f4
Yemekler,PİZZALAR,KAFASI KARIŞIK PİZZA,540,19.00'a kadar tüm pizzalarda 1+1 fırsatını kaçırma!,"Mozarella,kapya biber,çarliston biber, dana sucuk, sosis, zeytin, mısır ve mantarın mükemmel uyumuyla hazırlanır.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/2cb34a56-35f3-4bbc-9f25-52e06b1b575c.jpg,True,1975922a-e1f2-4cec-b482-f33c1b106bcf
Yemekler,PİZZALAR,ACILI PİZZA,570,19.00'a kadar tüm pizzalarda 1+1 fırsatını kaçırma!,"Lezzetli pizza sosu, mozzarella peyniri, Napoli usulü pizza hamurumuzun üstüne, Chilli biber, Kasap sucuk, Kırmızı Soğan ile süslüyoruz ve son olarak, Acı Yağ ile son dokunuşu yapıyoruz. Acı sevenler için mükemmel bir pizza..",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/ce63b021-ab50-4fdc-8832-c9f2a179711c.jpg,True,aa5033ea-16e5-4038-a44a-a2ae37c537e2
Yemekler,PİZZALAR,TAVUK BARBEKÜ PİZZA,500,19.00'a kadar tüm pizzalarda 1+1 fırsatını kaçırma!,"Pizza Sosu, Mozerella Peyniri,Kapya Biber,Tavuk Dilimleri,Barbekü Sos,Roka, Mor Soğan",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/28c50906-d15d-42c7-9006-e710e87843f6.jpg,True,725229cf-dfd6-4565-826e-56d096e76b67
Yemekler,PİZZALAR,FUNGHI PİZZA,480,19.00'a kadar tüm pizzalarda 1+1 fırsatını kaçırma!,"Taze mozzarella peyniri, aromatik kekik ve doyurucu mantar dilimleri ile hazırlanmış enfes bir pizza deneyimi. Pizza sosuyla zenginleştirilmiş bu lezzet, damak tadınıza hitap edecek.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/edac0468-aa01-4aa2-824b-77b15f5f48a9.jpg,True,48076c1a-7c87-4101-aeb8-4277af21713c
Yemekler,PİZZALAR,NEW YORK PIZZA,570,19.00'a kadar tüm pizzalarda 1+1 fırsatını kaçırma!,"Mozarella, dana sucuk ve mantarın mükemmel uyumuyla hazırlanır.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/b2e6fe8b-5bc7-41f2-a932-3c226677da3d.jpg,True,b08d6284-b41d-4806-98ad-c6649e99eff8
Yemekler,BURGERLER,CHEESE CHICKEN BURGER,370,"Tavuk İncik (140 gr), Patates Kızartması (100gr.),Şarapla Marine Edilmiş Karamelize Soğan, Cheddar Sos, Ev Yapımı Kekikli Sos Ve Özel Üretim Burger Ekmeği,Burger Turşusu",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/b8e94a28-3f10-445d-9b1f-83516f3d196f.jpg,True,8001675f-ddfb-4130-b31c-bf9f2def1353
Yemekler,BURGERLER,CHICKEN BURGER,360,"Tavuk İncik (140 gr), Patates Kızartması (100gr.), Ev Yapımı Kekiklim Sos, Özel Üretim Burger Ekmeği, Coslow Salata,Burger Turşusu",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/416c8c3a-a6ad-4c07-9e5d-a820eeb27191.jpg,True,bc080bee-534f-4e83-96e4-b57a528d223d
Yemekler,BURGERLER,CORNER BURGER,580,"Dana Burger Köftesi (140 gr), Patates Kızartması (100gr.), Füme Et, Cheddar Sos,Cheddar Peyniri, Şarap İle Marine Edilmiş Karamelize Soğan, Ev Yapımı Kekiklim Sos Ve Özel Burger Ekmeği",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/722a6ed1-e80c-4702-a321-2bd91db89b25.jpg,True,44f30a36-56de-4e28-99c5-b30d36fab8fb
Yemekler,BURGERLER,CHEESE BURGER,530,"Dana Burger Köftesi (140 gr), Patates Kızartması (100gr.), Şarapla Marine Edilmiş Karamelize Soğan, Cheddar Peyniri Ve Özel Burger Ekmeği,Burger Turşusu",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/7c18f209-6bef-4149-a252-0ade07b9af3d.jpg,True,e916aa11-29de-472c-be8f-3be8239e43cc
Yemekler,BURGERLER,KLASİK RADYO BURGER,490,"Dana Burger Köftesi (140 gr), Patates Kızartması (100gr.),Ev Yapımı Çakal Burger Sos, Marul, Domates Ve Özel Burger Ekmeği,Burger Turşusu",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/2c99eadd-61de-46aa-91da-fbce6e6607d4.jpg,True,f40c065f-dbfb-490c-ae70-113c7bf5791a
Yemekler,BURGERLER,BARBEKÜ BURGER,530,"Dana Burger Köftesi(140 gr), Patates Kızartması (100gr.), Pastırma, Kaşar , İsli Barbekü Sos,Şarapla Marine Edilmiş Karamelize Soğan ve Özel Üretim Burger Ekmeği,Burger turşusu",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/9a14c8c8-26e1-487c-a607-a7e1e2f85c20.jpg,True,db46df95-23d3-4a37-89b4-54e13b320f71
Yemekler,BURGERLER,KATSU BURGER,390,"Izgara Tavuk, Asya salatalık turşusu, Buffalo sos, patates kızartması, kornişon turşu",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/464923d4-8c4a-4757-93b4-6d1f157609e9.jpg,True,07a95d80-51d1-4e20-b2b2-6d86616c5154
Yemekler,BURGERLER,AVOKADO BURGER,450,"Avokado, Burger Turşusu, Marul, Domates, Kerevizli Barbekü Sos",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/4a2e5516-8856-4cee-8d5e-3f8703679290.jpg,True,0a884a17-65dd-438d-9eca-9521b59a715b
Yemekler,BURGERLER,MUSHROOM BURGER,520,"Dana Burger Köftesi (140 gr), Patates Kızartması (100gr.), Karamelize Mantar, Dilim Kaşar, Trüflü Mayonez Sos, Roka Ve Özel Burger Ekmeği,Burger Turşusu",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/971f4dc0-2c22-48d6-8e62-21bec5a9675b.jpg,True,62987afd-c07c-4509-b5d7-b92ba3c309d3
Yemekler,BURGERLER,ACILI BURGER,510,"Dana Burger Köftesi (140 gr), Patates Kızartması (100gr.),Cheddar Sos, Peri Peri Sos Ve Şarapla Marine Edilmiş Karamelize Soğan, Jalapeno biber turşusu ve  Özel Üretim Burger Ekmeği",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/473f3ccf-65d4-4a32-a9e4-ee59345e811a.jpg,True,cbb8165f-2777-4515-aa01-b8055cd7aefc
Yemekler,TACOLAR,KIYMALI TACO,380,"Arjantin sos, cheddar sos,kapya biber, çarliston biber,meksika fasulye,mısır,ıceberg,lime,taze kaşar, tortilla ekmeği, salsa sos ile hazırlanmış bu taco, doyurucu ve lezzetli bir alternatif. Radyo Pub'da tadını çıkarın.  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/fa921377-3e2a-4c82-9d26-5b52b49af68d.jpg,True,8767c664-afa4-4187-a1c2-475475cf0200
Yemekler,TACOLAR,BEEF TENDERLOİN TACO,550,"Biftek,kapya biber,istiridye mantarı, meksika fasulyesi, mısır, cheddar sos, teriyaki sos, ıceberg, lime, taze soğan,susam, salsa sos ve tortilla ekmeği ile hazırlanır  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/2db89583-8179-4607-91d9-d1af0dee2a25.jpg,True,3f09bcbd-afa7-485c-bd3b-fe41dca32221
Yemekler,TACOLAR,TAVUKLU TACO,360,"Tavuk parçaları, mantar, biber, mısır, ıceberg,lime, domates, yeşil soğan, tortilla ekmeği ile hazırlanan bu taco, enfes lezzetiyle sizi bekliyor. Radyo Pub'da deneyin.  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/b3fbaa9d-94a2-47dc-b000-4c14c2ce997b.jpg,True,a029d6fe-e080-4de6-b012-98fde2d2a2ee
Yemekler,TACOLAR,VEJETERYAN TACO,410,"⁠⁠İnce brunoise soğan, kapya biber, yeşil biber, mantar, Meksika fasulyesi, mısır, çeri domates, mozzarella peyniri, kinoa, avokado, taze soğan, taco lavaşı, cheddar sos ve yarım lime.",.,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/257b73dc-8883-487a-9259-290637cf5691/f2b8180d-baf4-4327-b0df-2d24c9281bb2/inside.webp,True,257b73dc-8883-487a-9259-290637cf5691
Yemekler,MİNİ BURGERLER,MİNİ CHEESE CHİCKEN BURGER (4 ADET),760,TEK SATILAMAZ!! YANINDA PATATES İLE SERVİS EDİLİR.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/1f5a5525-6653-4517-a5be-810d3128ce1e.jpg,True,81c81a99-7f47-4627-8f52-188d7e766cfb
Yemekler,MİNİ BURGERLER,MİNİ CHEESE BURGER (4 ADET),980,TEK SATILAMAZ!! YANINDA PATATES İLE SERVİS EDİLİR.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/ab34dabb-3f12-4eec-9edb-f2e517ee58c4.jpg,True,93e6d851-b088-4294-8ab0-2c7f87660452
Yemekler,MİNİ BURGERLER,MİNİ CORNER BURGER (4 ADET),1100,TEK SATILAMAZ!! YANINDA PATATES İLE SERVİS EDİLİR.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/18f07ea4-52c5-4f50-8a88-016e7162683c.jpg,True,a187aca4-8efa-47af-8fc2-102140a085c2
Yemekler,MİNİ BURGERLER,MİNİ CHİCKEN BURGER (4 ADET),740,TEK SATILAMAZ!! YANINDA PATATES İLE SERVİS EDİLİR.,"Tavuk incik,burger turşusu,kekiklim sos, coslow salata.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/5081c01a-49cf-40a4-9b18-25d6c3673770.jpg,True,8c261048-2a31-4cb7-9925-45a40f6871b9
Yemekler,MİNİ BURGERLER,MUSHROOM BURGER (4 ADET),990,TEK SATILAMAZ!! YANINDA PATATES İLE SERVİS EDİLİR.,"Burger köftesi, karamelize mantar,dilim kaşar,cheddar sos, burger turşusu,trüflü mayonez sos,roka.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/c08ec473-712c-47b4-8359-ccfbd4bb28a5.jpg,True,f3a26981-3b10-4175-ba6c-d08134d888aa
Yemekler,MİNİ BURGERLER,MİNİ BBQ BURGER (4 ADET),960,TEK SATILAMAZ!! YANINDA PATATES İLE SERVİS EDİLİR.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/fdd728fe-7883-4553-b65b-b19197f839e3.jpg,True,2a4d64ea-ea0b-4c1a-a1a1-41c69d1db198
Yemekler,MİNİ BURGERLER,MİNİ KLASİK BURGER (4 ADET),930,TEK SATILAMAZ!! YANINDA PATATES İLE SERVİS EDİLİR.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/9e860f85-5a8b-410f-9b05-7590eede6345.jpg,True,7a8b7b71-eebe-4966-9279-8873c0a7d329
Yemekler,MİNİ BURGERLER,MİNİ ACILI BURGER (4 ADET),1000,TEK SATILAMAZ!! YANINDA PATATES İLE SERVİS EDİLİR.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/666080a2-542b-4a97-92d3-41b9d9fe6c3c.jpg,True,629b338a-9e27-493e-8fc8-d07fa6c7c3e6
Yemekler,ÇOCUK MENÜSÜ PİZZALAR,TRİO PİZZA,330,"Mozarella, mantar, dilim zeytin ve mısır ile hazırlanır",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/54e4ae7b-9d0d-4f82-ae2d-6a7dafb8558d.jpg,True,d8a96884-ba4e-4535-a74e-b6c29be9dab0
Yemekler,ÇOCUK MENÜSÜ PİZZALAR,MARGARİTA PİZZA,320,"Mozarella, çeri domates ve taze fesleğenin mükemmel uyumuyla hazırlanan klasik Margarita Pizza.",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/32fc220d-72d8-4986-be22-0d760ad77708.jpg,True,91ca9b29-d82d-4d65-bb89-2057cb28c7d9
Yemekler,ÇOCUK MENÜSÜ PİZZALAR,TAVUK BARBEKÜ PİZZA,345,"Pizza Sosu, Mozerella Peyniri,Tavuk Dilimleri,Barbekü Sos,Roka,Mor Soğan ile hazırlanır.",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/f7698799-45d2-403d-aa9c-c3f6e2c18640.jpg,True,4e5ea184-516a-42a3-a45b-4221d0c2e6d0
Yemekler,ÇOCUK MENÜSÜ PİZZALAR,NEW YORK PİZZA,350,"Mozarella, dana sucuk ve mantarın mükemmel uyumuyla hazırlanır.",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/b191f86f-d7ba-4902-8666-16ce3d079ec1.jpg,True,cafb0762-0b7b-4537-aae2-137f2348ab13
Yemekler,ÇOCUK MENÜSÜ PİZZALAR,KAFASI KARIŞIK PİZZA,380,"Mozarella, dana sucuk, sosis, zeytin ve mantarın mükemmel uyumuyla hazırlanır.",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/6768e9f7-71aa-43ff-84cb-5a2b16540c93.jpg,True,d844c7ce-3117-4c57-b4ca-ccc2a2c28e34
Yemekler,ÇOCUK MENÜSÜ BURGERLER,TAVUK BURGER MENÜ,300,"Tavuk incik,burger turşusu,kekiklim sos, coslow salata, kaşık patates ve dip sos.",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/d8a57734-da4e-4be4-b50f-aa86458a391f.jpg,True,69b5782f-6f7e-4065-af88-ada8f4dda2ca
Yemekler,ÇOCUK MENÜSÜ BURGERLER,KÖFTE BURGER MENÜ,350,"Burger köftesi ,çakal burger sos, burger turşusu, marul, domates,  kaşık patates ve dip sos",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/917fbafa-8e14-4ec1-a07a-6932bd049da1.jpg,True,8a3cc0ca-f65c-46ec-90ac-de0fe6793d86
Yemekler,WRAPLER,ACI TATLI CHİCKEN WRAP,330,"Tavuk bonfile, tortilla ekmeği, mantar, kapya biber, çarliston biber, soğan, tatlı ekşi sos, srirrache sos, rende kaşar, patates kızartması, patates dip sos ve yeşillik ile hazırlanan Acı Tatlı Chicken Wrap.  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/0256ecd2-a792-4919-9e0d-8efbc6ec30df.jpg,True,e2d2b63f-6cfc-4a73-9d4f-243a484cd0f6
Yemekler,WRAPLER,BARBEKÜ WRAP,300,"Tavuk bonfile, tortilla ekmeği, barbekü sos, kapya biber, çarliston biber, soğan,  krema, rende kaşar, patates kızartması, patates dip sos ve yeşillik ile hazırlanan Barbekü Wrap.  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/1e5454c9-0cfa-4e21-885b-db35d427b877.jpg,True,21fbe4b4-7635-4608-8c50-6853c386a351
Yemekler,WRAPLER,BEEF TENDERLOIN WRAP,550,"Biftek, kapya biber, kestane mantarı, soğan, meksika fasulyesi, teriyaki sos, susam, rende kaşar, tortilla ekmeği, patates kızartması, patates dip sos ve yeşillik ile hazırlanan Beef Tenderloin Wrap  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/0ae1c14f-899c-4831-9174-7f790ff59bb8.jpg,True,e4d84a00-3799-439d-9592-af112723c83a
Yemekler,WRAPLER,CHICKEN WRAP,300,"Tavuk bonfile, tortilla ekmeği, mantar, kapya biber, çarliston biber, soğan, pesto sos, krema, rende kaşar, patates kızartması, patates dip sos ve yeşillik ile hazırlanan Chicken Wrap.  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/dcdf97eb-837b-4e74-969d-fab9c4b7901e.jpg,True,93bba62a-a248-4202-af59-2872cc4c5b44
Yemekler,WRAPLER,TON BALIKLI WRAP,430,"Ton balığı, ıceberg , salatalık, mor soğan, taze baharatlı sos, mısır, tortilla ekmeği, yeşilik , patates, patates dip sos ile hazırlanan Ton Balıklı Wrap.  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/b6b70dc2-e40c-4d4d-85a5-11ce699b5ffc.jpg,True,0ea3a6f2-b31c-40d1-8f14-46224f45d695
